Fig 2B - Huddle time,Vole ID,Partner Huddle time (min),Novel Huddle time (min),,,,,,,,,,,,,,,,,,
,5426,90.5829,120,80.72,73.296,52.761,81.62,100.476,93.286,95.4992,96.538,120,111.179,90.1971,81.645,79.59,118.757,85.102,49.97,77.0752,86.499
,5427,120,18.745,58.904,50.028,34.3512,16.443,52.2008,19.183,8.351,37.2048,94.9372,27.859,40.527,18.679,18.421,44.207,64.933,55.036,32.798,60.4783
,5433,98.4741,82.837,106.152,85.11,110.027,103.209,108.949,115.625,120,109.811,109.0299,120,111.221,120,118.514,120,105.007,113.153,120,112.149
,,,,,,,,,,,,,,,,,,,,,
,,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Partner - Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day,Novel- Training Day
Fig 2E - Lat to enter,Vole ID,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
,5239,7.8386,4.7029,2.1814,1.364,1.5867,2.055,2.806,2.8675,1.9267,3.38875,19.823,12.105,11.074,8.186,4.5044,6.10428571,2.85,4.537,6.2913,3.538888889
,5283,5.8444,3.0678,3.931,2.3117,4.268,4.58888889,3.725,2.29,6.087,1.423,12.069,3.9075,3.81,1.73,15.405,7.121,2.616,2.598,2.289,3.4275
,5298,7.9343,7.78,4.6833,4.0556,3.1889,4.19,2.165,6.743,3.828,12.705,24.019,30.1,21.783,10.008,17.446,3.5575,13.753,7.0311,40.145,31.859
,5326,11.758,3.3567,2.3625,2.035,,1.101,0.898,1.217,1.109,1.3167,11.335,25.494,9.71,10.194,2.2667,3.583,3.85,10.008,1.571,3.336
,5327,14.55,,2.7525,10.746,2.128,1.965,,3.74,3.03142857,4.96666667,14.58,58.01,21.49,8.28,16.045,,9.24,6.994,12.81,5.468
,5390,4.942,5.521,3.709,4.625,2.326,1.5322,1.749,1.948,1.298,1.1744,3.975,8.923,8.803,2.925,2.1444,1.956,2.337,5.396,2.159,4.3011
,5392,9.4871,6.5488,21.024,7.938,2.8367,8.22,5.396,4.92,3.186,3.594,7.2983,3.84,6.2367,2.985,3.8471,6.53,1.80833333,1.83,2.7543,2.83
,99.1,15.16,,,,,,4.14375,1.93555556,4.1575,1.534,,,,,,,1.96714286,9.526,,4.2471
,5403,4.576,2.2075,3.848,17.529,9.236,7.18111111,7.94125,12.186,4.69714286,4.6356,8.965,8.2983,4.9889,7.2914,5.5188,5.188333333,3.54833333,4.1063,5.35111111,6.1611
,5415,2.755,2.6986,2.91,2.485,2.1617,5.9822,5.195,1.654,3.07375,2.8925,14.359,33.57,,13.816,9.804,5.5633,7.01625,14.769,10.633,5.785
,5396,17.97,5.432,3.5,2.561,1.717,3.045,2.421,2.093,4.987,1.705,30.38,6.11,3.65,3.8067,2.43,2.913,2.158,4.928,6.25,4.0513
,5423,12.143,11.115,5.39,,2.72,3.62,4.415,2.672,2.4225,3.4933,,12.352,3.51,,15.535,44.95,7.8,9.805,3.7,13.054
,5426,8.6733,,4.0875,3.24,2.775,4.9625,3.77,5.77333333,3.64,1.545,,,14.31,14.86,11.888,4.28,8.21,10.685,6.984,2.8967
,5427,,11.508,8.1716666,3.38,2.1,7.695,16.776,1.48833333,15.792,11.88,28.915,6.823,14.975,15.895,43.863,12.465,9.066,9.76142857,2.6175,17.219
,5433,25.455,6.864,2.5433,3.7,6.69,6.915,2.12,2.15,,5.86,22.097,,77.67,,10.57,,6.33,6.29,12.23,4.75
,,,,,,,,,,,,,,,,,,,,,
Fig 2F: # press,Vole ID,Partner Vehicle,Partner D1 antagonist,Novel Vehicle,Novel D1 antagonist,,Fig 2G: latency to press,Vole ID,Partner Vehicle,Partner D1 antagonist,Novel Vehicle,Novel D1 antagonist,,Fig 2H: latency to enter,Vole ID,Partner Vehicle,Partner D1 antagonist,Novel Vehicle,Novel D1 antagonist,,
,5239,10,0,7,3,,,5239,10.9185714,120,43.64299998,98.2959,,,5239,3.44714286,,1.12555556,24.14,,
,5283,5,2,2,3,,,5283,64.73,96.5,97.892,84.75,,,5283,1.105,1.5,0.995,49.885,,
,5241,10,2,10,7,,,5241,3.2718,100.4064,3.2718,51.4224,,,5241,1.4021,1.102,21.6184286,23.7192,,
,5326,10,0,10,0,,,5326,2.283,120,2.283,120,,,5326,0.741,,3.54,,,
,5327,7,0,6,2,,,5327,60.29933331,120,68.82799998,104.787,,,5327,15.3016667,15.3016667,4.04,45.185,,
,5328,10,0,10,3,,,5328,2.6268,120,2.6268,90.07760001,,,5328,2.2899,,1.29175,4.99066667,,
,5390,10,1,10,0,,,5390,11.811,108,11.811,120,,,5390,1.929,1.929,1.607,,,
,5392,3,1,3,0,,,5392,93.408,108,93.408,120,,,5392,13.2466667,,2.13666667,,,
,99.1,0,0,0,0,,,99.1,120,120,120,120,,,99.1,,,,,,
,5396,9,0,10,0,,,5396,22.5138,120,11.682,120,,,5396,2.66625,,1.835,,,
,5423,4,3,6,2,,,5423,80.7088,96.1635,61.0632,104.109,,,5423,7.0925,18.9633333,4.63,2.465,,
,5426,10,6,10,6,,,5426,21.037,49.878,21.037,49.878,,,5426,13.1775,1.47666667,4.257,6.68333333,,
,5431,6,0,4,2,,,5431,62.7924,120,81.8616,106.6876,,,5431,2.1778,,1.3495,6.157,,
,5433,1,0,5,1,,,5433,113.5776,120,87.888,111.201,,,5433,1.9,,7.68,,,
,,,,,,,,,,,,,,,,,,,,,
Fig 2I: # press,Vole ID,Partner Vehicle,Partner D2 antagonist,Novel Vehicle,Novel D2 antagonist,,Fig 2J: latency to press,Vole ID,Partner Vehicle,Partner D2 antagonist,Novel Vehicle,Novel D2 antagonist,,Fig 2K: latency to enter,Vole ID,Partner Vehicle,Partner D2 antagonist,Novel Vehicle,Novel D2 antagonist,,
,5239,9,4,10,10,,,5239,31.78299999,84.999,10.109,13.205,,,5239,1.04444444,2.32,6.63888889,3.065,,
,5283,10,9,9,8,,,5283,8.18,41.68000002,42.34500003,58.515,,,5283,1.17,1.11222222,1,0.94,,
,5241,7,6,9,9,,,5241,65.89800002,72.0009,52.72149999,21.80839998,,,5241,3.10342857,1.13733333,3.6845,8.872625,,
,5326,6,2,6,1,,,5326,53.581,103.814,51.925,112.691,,,5326,1.03666667,1.57,1.914,3.14,,
,5327,6,6,6,6,,,5327,59.18599998,79.23799998,115.17,66.04699998,,,5327,11.7016667,6.398,2.0575,15.2133333,,
,5390,8,0,10,2,,,5390,49.47,120,2.122,103.56,,,5390,0.96428571,,3.267,,,
,5392,2,7,3,8,,,5392,107.009,46.115,90.80199999,40.231,,,5392,1.95,3.46857143,4.33333333,5.115,,
,99.1,0,0,0,0,,,99.1,120,120,120,120,,,99.1,,,,,,
,5396,8,10,10,9,,,5396,39.299,33.124,2.921,41.8116,,,5396,4.32375,4.78,2.139,4.9275,,
,5423,9,9,9,10,,,5423,33.56699997,24.65699997,27.98699997,40.186,,,5423,1.14222222,1.38777778,10.82125,6.12,,
,5426,8,10,8,9,,,5426,54.116,28.946,49.3368,20.066,,,5426,1.7475,4.027,6.595,7.52555556,,
,5431,5,1,9,0,,,5431,68.3603,111.1102,35.15799999,120,,,5431,1.2172,1.161,8.40677778,,,
,5433,0,0,2,1,,,5433,120,120,105.498,117.693,,,5433,,,6.39,7.42,,
,,,,,,,,,,,,,,,,,,,,,
